Region_Fire,Date_Fire,Year_Fire,Month_Fire,Estimated_fire_area,Count_Fire,Mean_estimated_fire_brightness,Mean_estimated_fire_radiative_power
NSW,"2005-04-07 00:00:00",2005,4,33.43483871,31,316.566129,49.08709677
NSW,"2005-04-08 00:00:00",2005,4,17.13857143,7,317.1357143,67.44285714
NSW,"2005-04-09 00:00:00",2005,4,21.516875,16,318.790625,39.3
NSW,"2005-04-10 00:00:00",2005,4,21.78,7,311.9642857,74.38571429
NSW,"2005-04-11 00:00:00",2005,4,52.9875,36,320.5125,48.99722222
NSW,"2005-04-12 00:00:00",2005,4,128.424359,78,321.6615385,55.76538462
NSW,"2005-04-13 00:00:00",2005,4,211.0191045,67,315.4962687,74.54328358
NSW,"2005-04-14 00:00:00",2005,4,32.96304348,23,322,57.4
NSW,"2005-04-15 00:00:00",2005,4,12.79333333,6,317.0083333,63.88333333
NSW,"2005-04-16 00:00:00",2005,4,5.304,5,316.17,34.66
NSW,"2005-04-17 00:00:00",2005,4,5.265,2,311.475,32.9
NSW,"2005-04-18 00:00:00",2005,4,44.73823529,34,319.5029412,49.58529412
NSW,"2005-04-19 00:00:00",2005,4,131.6594828,58,316.1741379,72.42068966
NSW,"2005-04-20 00:00:00",2005,4,85.90930233,43,316.8418605,53.43255814
NSW,"2005-04-21 00:00:00",2005,4,83.53254237,59,318.6974576,41.41694915
NSW,"2005-04-22 00:00:00",2005,4,94.99777778,27,313.0018519,79.37037037
NSW,"2005-04-23 00:00:00",2005,4,16.73466667,15,318.4866667,35.70666667
NSW,"2005-04-24 00:00:00",2005,4,8.84,6,304.4166667,28.3
NSW,"2005-04-25 00:00:00",2005,4,11.021,10,321.465,45.96
NSW,"2005-04-26 00:00:00",2005,4,106.7393939,33,316.9090909,146.9242424
NSW,"2005-04-27 00:00:00",2005,4,117.0734783,69,320.6731884,71.07536232
NSW,"2005-04-28 00:00:00",2005,4,181.2103704,108,324.5717593,95.28425926
NSW,"2005-04-29 00:00:00",2005,4,22.78,4,311.5,107.45
NSW,"2005-04-30 00:00:00",2005,4,27.57521739,23,316.0391304,48.17826087
NSW,"2005-05-02 00:00:00",2005,5,62.32745763,59,320.7864407,60.6559322
NSW,"2005-05-03 00:00:00",2005,5,73.8,19,320.6868421,397.4947368
NSW,"2005-05-04 00:00:00",2005,5,51.61578947,38,324.6210526,124.9315789
NSW,"2005-05-05 00:00:00",2005,5,40.88888889,18,315.1833333,70.38888889
NSW,"2005-05-06 00:00:00",2005,5,33.30526316,19,311.9763158,39.25789474
NSW,"2005-05-07 00:00:00",2005,5,28.98947368,19,320.9131579,81.13157895
NSW,"2005-05-08 00:00:00",2005,5,13,9,310,46.27777778
NSW,"2005-05-09 00:00:00",2005,5,30.02086957,23,315.5695652,36.21304348
NSW,"2005-05-10 00:00:00",2005,5,132.7022857,35,324.63,479.4885714
NSW,"2005-05-11 00:00:00",2005,5,55.10416667,48,320.9635417,70.41041667
NSW,"2005-05-12 00:00:00",2005,5,119.9763158,38,314.8881579,146.3763158
NSW,"2005-05-13 00:00:00",2005,5,30.65333333,15,313.83,53.75333333
NSW,"2005-05-14 00:00:00",2005,5,28.56235294,17,315.7088235,65.76470588
NSW,"2005-05-15 00:00:00",2005,5,43.608,10,309.62,80.92
NSW,"2005-05-16 00:00:00",2005,5,22.4,18,313.8111111,35.56666667
NSW,"2005-05-17 00:00:00",2005,5,77.81,18,305.9861111,108.6611111
NSW,"2005-05-18 00:00:00",2005,5,45.24571429,42,312.902381,37.22380952
NSW,"2005-05-19 00:00:00",2005,5,61.80625,24,311.5625,75.84166667
NSW,"2005-05-20 00:00:00",2005,5,46.91742857,35,313.0114286,46.90571429
NSW,"2005-05-21 00:00:00",2005,5,69.156,25,308.644,58.312
NSW,"2005-05-22 00:00:00",2005,5,19.70818182,11,310.7454545,32.95454545
NSW,"2005-05-23 00:00:00",2005,5,60.635,42,320.4595238,120.897619
NSW,"2005-05-24 00:00:00",2005,5,32.67,12,311.075,121.6833333
NSW,"2005-05-25 00:00:00",2005,5,37.496875,32,315.5625,55.51875
NSW,"2005-05-26 00:00:00",2005,5,179.2108108,37,308.7243243,147.9837838
NSW,"2005-05-27 00:00:00",2005,5,17.70352941,17,312.0176471,29.85882353
NSW,"2005-05-28 00:00:00",2005,5,57.29,10,307.255,133.22
NSW,"2005-05-29 00:00:00",2005,5,35.5668,25,317.03,67.588
NSW,"2005-05-30 00:00:00",2005,5,64.02564103,39,313.8641026,87.58717949
NSW,"2005-05-31 00:00:00",2005,5,32.1,18,314.7083333,83.75
NSW,"2005-06-01 00:00:00",2005,6,56.52738095,42,311.0130952,35.79761905
NSW,"2005-06-02 00:00:00",2005,6,49.5,13,309.1307692,81.91538462
NSW,"2005-06-03 00:00:00",2005,6,61.32793103,58,316.4362069,44.45689655
NSW,"2005-06-04 00:00:00",2005,6,16.416,5,310.26,103.32
NSW,"2005-06-05 00:00:00",2005,6,12.77777778,9,312.9166667,32.34444444
NSW,"2005-06-06 00:00:00",2005,6,107.1466667,39,309.4679487,89.92820513
NSW,"2005-06-07 00:00:00",2005,6,91.04923077,39,310.6384615,62.05641026
NSW,"2005-06-08 00:00:00",2005,6,22.80625,16,309.196875,44.975
NSW,"2005-06-09 00:00:00",2005,6,16.975,8,309.78125,134.9875
NSW,"2005-06-12 00:00:00",2005,6,1,1,302.55,17.9
NSW,"2005-06-14 00:00:00",2005,6,8.613333333,6,301.0583333,38.26666667
NSW,"2005-06-15 00:00:00",2005,6,2.75,2,306.65,41.25
NSW,"2005-06-16 00:00:00",2005,6,4.646666667,3,309.7666667,47.26666667
NSW,"2005-06-17 00:00:00",2005,6,5.616,5,314.26,117.02
NSW,"2005-06-18 00:00:00",2005,6,5.27,1,301.3,71.9
NSW,"2005-06-21 00:00:00",2005,6,2.86,2,295.15,20.45
NSW,"2005-06-24 00:00:00",2005,6,2.1,2,303.3,21.9
NSW,"2005-06-25 00:00:00",2005,6,9.6,1,300.7,145.9
NSW,"2005-06-26 00:00:00",2005,6,14.4,14,307.6285714,29.35714286
NSW,"2005-06-28 00:00:00",2005,6,18.83294118,17,310.6852941,46.41176471
NSW,"2005-07-05 00:00:00",2005,7,13,13,317.7653846,82.54615385
NSW,"2005-07-06 00:00:00",2005,7,3.1,3,308.2333333,41.36666667
NSW,"2005-07-07 00:00:00",2005,7,2.31,2,311.025,29.4
NSW,"2005-07-09 00:00:00",2005,7,2.8,1,294.65,37.8
NSW,"2005-07-11 00:00:00",2005,7,4.18,3,307.45,32.4
NSW,"2005-07-16 00:00:00",2005,7,1,1,308.25,24.2
NSW,"2005-07-17 00:00:00",2005,7,7.168,5,306.84,37.78
NSW,"2005-07-18 00:00:00",2005,7,7.245,6,309.275,29.71666667
NSW,"2005-07-19 00:00:00",2005,7,13.89375,8,308.78125,45.2875
NSW,"2005-07-21 00:00:00",2005,7,4,4,308.5,28.9
NSW,"2005-07-22 00:00:00",2005,7,3.48,2,298.25,33.6
NSW,"2005-07-23 00:00:00",2005,7,3.84,3,306.7,23.46666667
NSW,"2005-07-24 00:00:00",2005,7,8.96,2,302.925,84.3
NSW,"2005-07-25 00:00:00",2005,7,13.12,12,314.4541667,41.73333333
NSW,"2005-07-26 00:00:00",2005,7,2.94,1,309.8,67.1
NSW,"2005-07-27 00:00:00",2005,7,3.335,2,303.35,33.95
NSW,"2005-07-28 00:00:00",2005,7,6.075,4,312.1625,36.725
NSW,"2005-07-29 00:00:00",2005,7,2.64,2,303.025,31.1
NSW,"2005-07-30 00:00:00",2005,7,6.405,6,308.7166667,23.51666667
NSW,"2005-07-31 00:00:00",2005,7,12.875,6,304.3416667,40.75
NSW,"2005-08-01 00:00:00",2005,8,16.92,13,308.7269231,28.46153846
NSW,"2005-08-02 00:00:00",2005,8,11.70545455,11,316.2454545,51.4
NSW,"2005-08-03 00:00:00",2005,8,8.91,8,309.5375,26.1125
NSW,"2005-08-06 00:00:00",2005,8,1.1,1,315.4,43.9
NSW,"2005-08-08 00:00:00",2005,8,11.48875,8,306.525,29.15
NSW,"2005-08-09 00:00:00",2005,8,3.6,2,302.925,60.6
NSW,"2005-08-10 00:00:00",2005,8,43.775,40,310.5325,30.3775
NSW,"2005-08-11 00:00:00",2005,8,12.65,8,302.9375,29.6125
NSW,"2005-08-12 00:00:00",2005,8,3.946666667,3,309.5166667,51.46666667
NSW,"2005-08-13 00:00:00",2005,8,14.012,10,308.59,31.26
NSW,"2005-08-14 00:00:00",2005,8,6.63,3,305.9333333,62
NSW,"2005-08-15 00:00:00",2005,8,5.508,5,310.3,27.54
NSW,"2005-08-16 00:00:00",2005,8,4.783333333,3,305.2166667,26.23333333
NSW,"2005-08-17 00:00:00",2005,8,19.15764706,17,310.8647059,26.02352941
NSW,"2005-08-18 00:00:00",2005,8,27.55125,16,309.878125,42.1375
NSW,"2005-08-19 00:00:00",2005,8,19.12533333,15,306.6833333,25.42
NSW,"2005-08-20 00:00:00",2005,8,3.08,1,322.95,260.2
NSW,"2005-08-21 00:00:00",2005,8,8.85,5,310.05,41.54
NSW,"2005-08-22 00:00:00",2005,8,13.82727273,11,308.9227273,33.35454545
NSW,"2005-08-23 00:00:00",2005,8,18.59,8,303.74375,49.325
NSW,"2005-08-24 00:00:00",2005,8,22.09947368,19,310.5105263,30.02105263
NSW,"2005-08-25 00:00:00",2005,8,9.1,3,306.6833333,129.4
NSW,"2005-08-26 00:00:00",2005,8,19.52444444,18,310.8472222,28.46666667
NSW,"2005-08-27 00:00:00",2005,8,8.25,6,313.3583333,48.31666667
NSW,"2005-08-28 00:00:00",2005,8,16.416,5,307.36,54.56
NSW,"2005-08-29 00:00:00",2005,8,21.935,20,323.6525,131.605
NSW,"2005-08-30 00:00:00",2005,8,3.45,1,305.05,41.8
NSW,"2005-08-31 00:00:00",2005,8,13.82727273,11,314.05,39.50909091
NSW,"2005-09-01 00:00:00",2005,9,16.52,10,307.705,29.36
NSW,"2005-09-02 00:00:00",2005,9,7.466666667,6,312.2666667,23.6
NSW,"2005-09-03 00:00:00",2005,9,1.21,1,323.6,115.5
NSW,"2005-09-04 00:00:00",2005,9,2.2,2,316.975,35.1
NSW,"2005-09-06 00:00:00",2005,9,6.525,2,305.65,48.4
NSW,"2005-09-07 00:00:00",2005,9,17.135,14,317.1285714,47.83571429
NSW,"2005-09-08 00:00:00",2005,9,9.086,5,309.62,40.42
NSW,"2005-09-09 00:00:00",2005,9,21.66315789,19,315.1342105,26.91578947
NSW,"2005-09-10 00:00:00",2005,9,5.39,4,311.175,36.325
NSW,"2005-09-12 00:00:00",2005,9,9.92,5,306.3,60.64
NSW,"2005-09-13 00:00:00",2005,9,10.49571429,7,314.7285714,48.68571429
NSW,"2005-09-14 00:00:00",2005,9,12.15,8,308.93125,32.45
NSW,"2005-09-15 00:00:00",2005,9,16.704,10,306.7,30.69
NSW,"2005-09-18 00:00:00",2005,9,1,1,304.75,13.8
NSW,"2005-09-19 00:00:00",2005,9,8.233333333,6,309.5833333,27.75
NSW,"2005-09-20 00:00:00",2005,9,34.03035714,28,309.9696429,30.39642857
NSW,"2005-09-21 00:00:00",2005,9,25.787,20,317.7575,51.975
NSW,"2005-09-22 00:00:00",2005,9,13.32,7,312.0428571,50.67142857
NSW,"2005-09-23 00:00:00",2005,9,26.904,15,310.52,41.92
NSW,"2005-09-24 00:00:00",2005,9,13.91,6,310.7166667,46.96666667
NSW,"2005-09-25 00:00:00",2005,9,6.048,5,315.12,30.94
NSW,"2005-09-27 00:00:00",2005,9,8.14,6,311.425,52.11666667
NSW,"2005-09-28 00:00:00",2005,9,8.134285714,7,316.3857143,40.14285714
NSW,"2005-09-29 00:00:00",2005,9,2.1,2,306.925,17.9
NSW,"2005-09-30 00:00:00",2005,9,5.928,5,323.19,59.24
NSW,"2005-10-01 00:00:00",2005,10,4.995,2,311.05,42.65
NSW,"2005-10-02 00:00:00",2005,10,30,23,317.1586957,36.47391304
NSW,"2005-10-03 00:00:00",2005,10,98.03181818,44,313.5340909,76.58863636
NSW,"2005-10-04 00:00:00",2005,10,54.83042553,47,329.5265957,88.34255319
NSW,"2005-10-05 00:00:00",2005,10,5.7375,4,311.9625,25.5
NSW,"2005-10-06 00:00:00",2005,10,59.78705882,51,324.8235294,49.47843137
NSW,"2005-10-07 00:00:00",2005,10,8.32,2,315.675,101.7
NSW,"2005-10-08 00:00:00",2005,10,42.53653846,26,317.4826923,47.78461538
NSW,"2005-10-09 00:00:00",2005,10,53.64,30,315.385,62.63333333
NSW,"2005-10-10 00:00:00",2005,10,27.81,10,310.68,62.62
NSW,"2005-10-11 00:00:00",2005,10,41.47944444,36,320.1541667,38.71111111
NSW,"2005-10-12 00:00:00",2005,10,11.36285714,7,313.4285714,34.37142857
NSW,"2005-10-13 00:00:00",2005,10,5.72,4,317.7,42.825
NSW,"2005-10-15 00:00:00",2005,10,5.88,2,311.525,60.45
NSW,"2005-10-17 00:00:00",2005,10,4.6125,4,306.0125,24.8
NSW,"2005-10-18 00:00:00",2005,10,6.075,4,310.2875,32.725
NSW,"2005-10-22 00:00:00",2005,10,6.6975,4,317.1125,42.825
NSW,"2005-10-24 00:00:00",2005,10,16.875,6,315.7333333,68.78333333
NSW,"2005-10-25 00:00:00",2005,10,1,1,305,26.9
NSW,"2005-10-26 00:00:00",2005,10,15.48,8,309.2,47.95
NSW,"2005-10-27 00:00:00",2005,10,9.9975,8,323.8,37.225
NSW,"2005-10-28 00:00:00",2005,10,6.325,4,317.175,39.425
NSW,"2005-10-29 00:00:00",2005,10,2.31,2,311.1,20.85
NSW,"2005-10-31 00:00:00",2005,10,1.32,1,309.5,19.1
NSW,"2005-11-02 00:00:00",2005,11,5.6,2,310.95,48.65
NSW,"2005-11-03 00:00:00",2005,11,1.68,1,317.05,19.4
NSW,"2005-11-06 00:00:00",2005,11,1.21,1,314.2,18.6
NSW,"2005-11-09 00:00:00",2005,11,1.32,1,314.15,20.4
NSW,"2005-11-10 00:00:00",2005,11,1,1,328.05,27
NSW,"2005-11-11 00:00:00",2005,11,2.8,1,298.2,34.6
NSW,"2005-11-12 00:00:00",2005,11,2,2,324.625,38.75
NSW,"2005-11-16 00:00:00",2005,11,26.37136364,22,330.9340909,124.6772727
NSW,"2005-11-17 00:00:00",2005,11,2.42,2,315.975,25.95
NSW,"2005-11-18 00:00:00",2005,11,2.21,1,318.9,62
NSW,"2005-11-19 00:00:00",2005,11,1.1,1,298.7,12
NSW,"2005-11-21 00:00:00",2005,11,1,1,318.25,35.6
NSW,"2005-11-27 00:00:00",2005,11,12.6,4,317.925,71.525
NSW,"2005-11-28 00:00:00",2005,11,4.2,4,330.1,61.125
NSW,"2005-11-30 00:00:00",2005,11,4.83,4,320.15,35.95
NSW,"2005-12-01 00:00:00",2005,12,2.64,2,320.675,20.4
NSW,"2005-12-02 00:00:00",2005,12,3.08,1,312.95,43.5
NSW,"2005-12-03 00:00:00",2005,12,7.41,3,303.9666667,48.4
NSW,"2005-12-04 00:00:00",2005,12,8.61,3,318.3333333,97.66666667
NSW,"2005-12-05 00:00:00",2005,12,9.45,8,332.475,61.3875
NSW,"2005-12-06 00:00:00",2005,12,6.206666667,3,315.1666667,38.3
NSW,"2005-12-07 00:00:00",2005,12,9.066666667,6,313.275,31.11666667
NSW,"2005-12-08 00:00:00",2005,12,4.41,4,320.9375,30.95
NSW,"2005-12-09 00:00:00",2005,12,14.706,10,314.525,30.35
NSW,"2005-12-10 00:00:00",2005,12,27.36,15,321.3866667,67.46666667
NSW,"2005-12-11 00:00:00",2005,12,20.15,8,316.78125,54.5125
NSW,"2005-12-12 00:00:00",2005,12,6.4,6,333.0666667,97.4
NSW,"2005-12-13 00:00:00",2005,12,17.20125,8,316.53125,50.2125
NSW,"2005-12-14 00:00:00",2005,12,23.31909091,22,334.6363636,61.63181818
NSW,"2005-12-15 00:00:00",2005,12,3.41,3,323.7166667,29.26666667
NSW,"2005-12-16 00:00:00",2005,12,2.34,1,319,28.1
NSW,"2005-12-17 00:00:00",2005,12,5.6,2,329.8,132.5
NSW,"2005-12-18 00:00:00",2005,12,14.28,8,327.775,70.9
NSW,"2005-12-19 00:00:00",2005,12,6.82,5,340.35,82.72
NSW,"2005-12-20 00:00:00",2005,12,23.98,17,321.2147059,41.61176471
NSW,"2005-12-21 00:00:00",2005,12,5,5,343.09,86.1
NSW,"2005-12-23 00:00:00",2005,12,5.928,5,325.03,95.84
NSW,"2005-12-24 00:00:00",2005,12,15.6,4,339.1625,518.025
NSW,"2005-12-25 00:00:00",2005,12,65.15558824,34,335.5220588,171.5323529
NSW,"2005-12-26 00:00:00",2005,12,23.01,11,341.5227273,197.4272727
NSW,"2005-12-27 00:00:00",2005,12,18.15,5,329.55,175.54
NSW,"2005-12-29 00:00:00",2005,12,2.31,2,317.25,15.1
NSW,"2005-12-30 00:00:00",2005,12,12.45666667,6,312.425,43.28333333
NSW,"2005-12-31 00:00:00",2005,12,12.90555556,9,311.9388889,21.87777778
NSW,"2006-01-01 00:00:00",2006,1,78.35434783,46,329.4945652,118.4913043
NSW,"2006-01-02 00:00:00",2006,1,75.396,35,316.0642857,69.01428571
NSW,"2006-01-03 00:00:00",2006,1,90.703125,32,319.2984375,154.225
NSW,"2006-01-04 00:00:00",2006,1,20.628,15,318.5566667,52.14666667
NSW,"2006-01-05 00:00:00",2006,1,32.83882353,17,312.6794118,72.93529412
NSW,"2006-01-06 00:00:00",2006,1,5.2,5,329.12,36.48
NSW,"2006-01-07 00:00:00",2006,1,7.35,2,313.55,68.15
NSW,"2006-01-08 00:00:00",2006,1,6.72,4,336.35,80.975
NSW,"2006-01-09 00:00:00",2006,1,5.366666667,3,321.8666667,62.3
NSW,"2006-01-10 00:00:00",2006,1,3.36,2,323.45,76.85
NSW,"2006-01-14 00:00:00",2006,1,1.92,1,304.75,16.6
NSW,"2006-01-15 00:00:00",2006,1,8.2075,4,308.2375,56.8
NSW,"2006-01-16 00:00:00",2006,1,5.016666667,3,303.5,19.83333333
NSW,"2006-01-17 00:00:00",2006,1,1,1,318.85,17.8
NSW,"2006-01-19 00:00:00",2006,1,3.96,3,325.9,37.36666667
NSW,"2006-01-21 00:00:00",2006,1,1,1,301.85,15.7
NSW,"2006-01-22 00:00:00",2006,1,4.42,2,331.025,85.95
NSW,"2006-01-23 00:00:00",2006,1,29.754,5,327.42,250.54
NSW,"2006-01-24 00:00:00",2006,1,3.203333333,3,324.1,20.56666667
NSW,"2006-01-25 00:00:00",2006,1,3.105,2,329.525,24.35
NSW,"2006-01-26 00:00:00",2006,1,1.43,1,319.9,23
NSW,"2006-01-30 00:00:00",2006,1,5.27,1,312.3,112.8
NSW,"2006-01-31 00:00:00",2006,1,10.76625,8,336.4875,75.0625
NSW,"2006-02-01 00:00:00",2006,2,26.25,15,332.0033333,67.56
NSW,"2006-02-02 00:00:00",2006,2,83.545,24,325.9520833,297.1333333
NSW,"2006-02-03 00:00:00",2006,2,20.9,15,330.49,72.82
NSW,"2006-02-05 00:00:00",2006,2,17.38,13,345.3153846,138.5846154
NSW,"2006-02-06 00:00:00",2006,2,237.0504651,86,321.9337209,265.4593023
NSW,"2006-02-07 00:00:00",2006,2,66.02322581,31,327.833871,102.3129032
NSW,"2006-02-08 00:00:00",2006,2,25.79058824,17,327.5676471,32.8
NSW,"2006-02-09 00:00:00",2006,2,13.64,12,320.3833333,33.9
NSW,"2006-02-10 00:00:00",2006,2,16.16888889,9,326.0555556,43.64444444
NSW,"2006-02-11 00:00:00",2006,2,7.691666667,6,303.1666667,20.51666667
NSW,"2006-02-12 00:00:00",2006,2,31.83529412,17,329.3117647,140.8941176
NSW,"2006-02-13 00:00:00",2006,2,86.60851852,27,322.7351852,192.2296296
NSW,"2006-02-14 00:00:00",2006,2,19.43333333,9,333.45,85.46666667
NSW,"2006-02-15 00:00:00",2006,2,16.472,10,330.94,88.12
NSW,"2006-02-16 00:00:00",2006,2,45.562,15,329.8666667,156.86
NSW,"2006-02-17 00:00:00",2006,2,20.41764706,17,332.6441176,75.96470588
NSW,"2006-02-18 00:00:00",2006,2,14.05333333,9,313.1555556,32.82222222
NSW,"2006-02-19 00:00:00",2006,2,2.205,2,322.275,62.9
NSW,"2006-02-21 00:00:00",2006,2,12.15,7,328.2428571,46.41428571
NSW,"2006-02-22 00:00:00",2006,2,23.40214286,14,314.9428571,31.54285714
NSW,"2006-02-23 00:00:00",2006,2,24.02736842,19,334.5105263,100.4
NSW,"2006-02-24 00:00:00",2006,2,6.48,5,322.8,32.32
NSW,"2006-02-27 00:00:00",2006,2,5.28,4,313.875,25.45
NSW,"2006-02-28 00:00:00",2006,2,15.96,8,312.24375,33.4125
